nome_municipio,numero_de_nascidos_vivos_no_municipio,cobertura_saude_suplementar,total_mulheres,numero_internacoes_por_abortamento,taxa_de_abortos_inseguros_por_100_nascidos_vivos_2,taxa_de_abortos_inseguros_por_100_nascidos_vivos_5,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_2,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_5
Diogo de Vasconcelos,46,0.01,1011.0,,,,,
Dionísio,51,0.08,1994.0,3,9.529411764705884,23.823529411764707,2.4373119358074224,6.093279839518555
Divinésia,41,0.25,902.0,4,18.29268292682927,45.73170731707317,8.314855875831485,20.787139689578712
Divino,289,0.04,5688.0,7,3.7785467128027683,9.44636678200692,1.919831223628692,4.79957805907173
Divino das Laranjeiras,40,0.03,1321.0,,,,,
Divinolândia de Minas,108,0.05,2164.0,4,5.833333333333334,14.583333333333334,2.911275415896488,7.27818853974122
Divinópolis,2629,0.52,71637.0,148,12.835298592620767,32.08824648155193,4.710415009003728,11.776037522509318
Divisa Alegre,76,0.02,2070.0,7,14.092105263157894,35.23026315789474,5.173913043478262,12.934782608695654
Divisa Nova,72,0.05,1680.0,,,,,
Divisópolis,91,0.01,3203.0,11,18.313186813186814,45.782967032967036,5.202934748673118,13.0073368716828
Dom Bosco,34,0.07,1016.0,,,,,
Dom Cavati,63,0.09,1351.0,2,5.190476190476192,12.976190476190478,2.420429311621022,6.051073279052554
Dom Joaquim,51,0.1,1226.0,,,,,
Dom Silvério,48,0.08,1305.0,4,13.5,33.75000000000001,4.9655172413793105,12.41379310344828
Dom Viçoso,30,0.21,806.0,,,,,
Dona Eusébia,75,0.06,1908.0,1,2.12,5.3,0.8333333333333334,2.0833333333333335
Dores de Campos,114,0.17,2924.0,9,13.855263157894735,34.638157894736835,5.401846785225718,13.504616963064294
Dores de Guanhães,51,0.04,1471.0,4,12.23529411764706,30.58823529411765,4.24201223657376,10.6050305914344
Dores do Indaiá,112,0.13,3424.0,2,3.026785714285714,7.566964285714286,0.9900700934579438,2.4751752336448596
Dores do Turvo,54,0.13,1107.0,3,9.416666666666664,23.541666666666664,4.593495934959349,11.483739837398373
Doresópolis,17,0.08,425.0,3,28.58823529411765,71.47058823529412,11.435294117647059,28.58823529411765
Douradoquara,18,0.05,502.0,2,17.5,43.75,6.274900398406375,15.687250996015937
Durandé,120,0.04,2337.0,1,1.3,3.25,0.6675224646983312,1.6688061617458283
Elói Mendes,326,0.14,8212.0,17,8.91717791411043,22.292944785276077,3.539941548952753,8.849853872381882
Engenheiro Caldas,139,0.06,3441.0,2,2.2877697841726623,5.719424460431655,0.924149956408021,2.3103748910200523
Engenheiro Navarro,75,0.13,2111.0,10,22.599999999999998,56.49999999999999,8.02936996684036,20.073424917100898
Entre Folhas,69,0.03,1568.0,4,8.956521739130434,22.39130434782609,3.9413265306122445,9.853316326530612
